season,round,datetime,venue,for_team,for_is_home,for_goals1,for_behinds1,for_goals2,for_behinds2,for_goals3,for_behinds3,for_goals4,for_behinds4,for_total_score,for_match_points,for_is_win,for_is_draw,for_is_loss,against_team,against_is_home,against_goals1,against_behinds1,against_goals2,against_behinds2,against_goals3,against_behinds3,against_goals4,against_behinds4,against_total_score,against_match_points,against_is_win,against_is_draw,against_is_loss,edge_type,for_total_goals,for_total_behinds,against_total_goals,against_total_behinds
1990,R18,Sat 04-Aug-1990 2:10 PM,Waverley Park,Brisbane Bears,False,3,1,1,0,4,2,1,3,60,0,False,False,True,Melbourne,True,2,4,7,4,0,4,1,1,73,4,True,False,False,lost-to,9,6,10,13
1990,R18,Sat 04-Aug-1990 2:10 PM,Kardinia Park,Essendon,False,2,2,3,4,2,5,6,5,94,4,True,False,False,Geelong,True,5,4,0,1,7,3,2,0,92,0,False,False,True,defeated,13,16,14,8
1990,R18,Sun 05-Aug-1990 2:10 PM,Western Oval,Carlton,False,0,0,6,2,8,4,1,0,96,4,True,False,False,Footscray,True,4,2,1,2,3,4,1,5,67,0,False,False,True,defeated,15,6,9,13
1990,R18,Sun 05-Aug-1990 2:10 PM,S.C.G.,Sydney,True,1,3,3,1,4,3,2,1,68,0,False,False,True,West Coast,False,4,5,1,1,3,2,4,3,83,4,True,False,False,lost-to,10,8,12,11
1990,R19,Sat 11-Aug-1990 2:10 PM,Waverley Park,Hawthorn,True,3,5,9,3,2,4,3,5,119,4,True,False,False,St Kilda,False,4,0,2,2,5,2,2,1,83,0,False,False,True,defeated,17,17,13,5
1990,R19,Sat 11-Aug-1990 2:10 PM,M.C.G.,Melbourne,True,9,2,6,4,4,2,8,3,173,4,True,False,False,Sydney,False,4,3,3,2,3,8,5,3,106,0,False,False,True,defeated,27,11,15,16
1990,R19,Sat 11-Aug-1990 2:10 PM,Princes Park,Fitzroy,True,2,7,1,1,4,6,5,2,88,0,False,False,True,Footscray,False,5,9,2,3,5,6,5,3,123,4,True,False,False,lost-to,12,16,17,21
1990,R19,Sat 11-Aug-1990 7:40 PM,Carrara,Brisbane Bears,True,5,3,8,3,7,3,5,4,163,4,True,False,False,Geelong,False,4,4,1,3,4,2,5,4,97,0,False,False,True,defeated,25,13,14,13
1990,R19,Sun 12-Aug-1990 12:10 PM,Subiaco,Richmond,False,7,3,1,2,5,2,3,2,105,0,False,False,True,West Coast,True,3,3,7,6,5,3,7,9,153,4,True,False,False,lost-to,16,9,22,21
1990,R19,Sun 12-Aug-1990 2:10 PM,M.C.G.,Carlton,False,0,1,3,9,4,2,0,1,55,0,False,False,True,North Melbourne,True,6,3,3,2,2,3,2,3,89,4,True,False,False,lost-to,7,13,13,11
1990,R19,Sun 12-Aug-1990 2:10 PM,Waverley Park,Collingwood,False,0,2,4,4,3,2,4,4,78,0,False,False,True,Essendon,True,4,4,3,0,5,2,1,0,84,4,True,False,False,lost-to,11,12,13,6
1990,R20,Fri 17-Aug-1990 7:40 PM,S.C.G.,Brisbane Bears,False,3,4,1,3,3,4,0,2,55,0,False,False,True,Sydney,True,1,6,2,5,1,4,7,5,86,4,True,False,False,lost-to,7,13,11,20
1990,R20,Sat 18-Aug-1990 2:10 PM,Western Oval,Footscray,True,2,5,6,4,1,4,3,3,88,0,False,False,True,North Melbourne,False,3,4,2,1,7,5,5,3,115,4,True,False,False,lost-to,12,16,17,13
1990,R20,Sat 18-Aug-1990 2:10 PM,Waverley Park,Collingwood,False,2,2,4,1,3,2,3,3,80,0,False,False,True,Hawthorn,True,5,2,5,3,9,1,7,1,163,4,True,False,False,lost-to,12,8,26,7
1990,R20,Sat 18-Aug-1990 2:10 PM,Princes Park,Carlton,True,3,4,2,2,5,3,6,2,107,4,True,False,False,Essendon,False,1,0,3,7,4,6,4,2,87,0,False,False,True,defeated,16,11,12,15
1990,R20,Sat 18-Aug-1990 2:10 PM,Moorabbin Oval,Fitzroy,False,4,0,6,3,5,2,3,3,116,0,False,False,True,St Kilda,True,4,5,3,2,4,5,6,3,117,4,True,False,False,lost-to,18,8,17,15
1990,R20,Sat 18-Aug-1990 2:10 PM,M.C.G.,Geelong,False,7,5,5,1,6,4,6,4,158,4,True,False,False,Richmond,True,3,1,6,3,1,1,4,5,94,0,False,False,True,defeated,24,14,14,10
1990,R20,Sun 19-Aug-1990 12:10 PM,Subiaco,Melbourne,False,4,5,4,3,7,2,6,3,139,4,True,False,False,West Coast,True,1,3,4,2,5,3,5,5,103,0,False,False,True,defeated,21,13,15,13
1990,R21,Fri 24-Aug-1990 7:40 PM,M.C.G.,North Melbourne,True,8,3,6,5,6,6,7,3,179,4,True,False,False,St Kilda,False,2,4,3,5,3,2,4,4,87,0,False,False,True,defeated,27,17,12,15
1990,R21,Sat 25-Aug-1990 2:10 PM,Waverley Park,Melbourne,False,2,2,5,9,2,3,3,0,86,4,True,False,False,Richmond,True,2,1,3,0,2,3,0,4,50,0,False,False,True,defeated,12,14,7,8
1990,R21,Sat 25-Aug-1990 2:10 PM,Victoria Park,Collingwood,True,5,4,4,3,5,3,3,6,118,4,True,False,False,Fitzroy,False,0,0,1,2,2,2,1,4,32,0,False,False,True,defeated,17,16,4,8
1990,R21,Sat 25-Aug-1990 2:10 PM,Windy Hill,Essendon,True,1,4,6,5,4,3,4,2,104,4,True,False,False,Footscray,False,5,4,2,1,2,2,2,7,80,0,False,False,True,defeated,15,14,11,14
1990,R21,Sat 25-Aug-1990 2:10 PM,Princes Park,Carlton,False,4,6,0,2,3,1,5,4,85,0,False,False,True,Hawthorn,True,4,3,4,3,7,3,2,5,116,4,True,False,False,lost-to,12,13,17,14
1990,R21,Sat 25-Aug-1990 2:10 PM,Kardinia Park,Geelong,True,1,4,4,2,3,9,4,3,90,0,False,False,True,Sydney,False,3,2,3,1,2,2,6,3,92,4,True,False,False,lost-to,12,18,14,8
1990,R21,Sun 26-Aug-1990 2:10 PM,Carrara,Brisbane Bears,True,1,2,4,3,2,3,1,3,59,0,False,False,True,West Coast,False,4,4,5,3,2,3,3,6,100,4,True,False,False,lost-to,8,11,14,16
1990,R22,Sat 01-Sep-1990 2:10 PM,Moorabbin Oval,Essendon,False,3,6,3,1,6,5,7,2,128,4,True,False,False,St Kilda,True,4,1,3,5,3,5,3,4,93,0,False,False,True,defeated,19,14,13,15
1990,R22,Sat 01-Sep-1990 2:10 PM,M.C.G.,Hawthorn,False,2,5,2,4,5,1,6,4,104,0,False,False,True,Melbourne,True,4,5,4,6,7,2,2,1,116,4,True,False,False,lost-to,15,14,17,14
1990,R22,Sat 01-Sep-1990 2:10 PM,Kardinia Park,Geelong,True,3,5,4,1,4,4,1,1,83,0,False,False,True,West Coast,False,3,1,2,2,4,1,5,2,90,4,True,False,False,lost-to,12,11,14,6
1990,R22,Sat 01-Sep-1990 2:10 PM,Princes Park,Carlton,False,2,3,6,7,3,4,5,3,113,0,False,False,True,Fitzroy,True,7,6,2,4,7,3,2,4,125,4,True,False,False,lost-to,16,17,18,17
1990,R22,Sat 01-Sep-1990 2:10 PM,Waverley Park,Collingwood,False,6,4,3,4,7,6,7,4,156,4,True,False,False,North Melbourne,True,4,3,1,7,1,5,2,4,67,0,False,False,True,defeated,23,18,8,19
1990,R22,Sat 01-Sep-1990 2:10 PM,Western Oval,Brisbane Bears,False,1,0,3,2,5,0,6,4,96,0,False,False,True,Footscray,True,5,8,5,5,3,3,3,5,117,4,True,False,False,lost-to,15,6,16,21
1990,R22,Sun 02-Sep-1990 2:10 PM,S.C.G.,Richmond,False,8,4,5,6,5,6,2,3,139,4,True,False,False,Sydney,True,2,7,2,2,5,6,6,4,109,0,False,False,True,defeated,20,19,15,19
1990,QF,Sat 08-Sep-1990 2:30 PM,Waverley Park,Collingwood,False,3,6,4,5,3,1,3,0,90,2,False,True,False,West Coast,False,3,1,3,4,4,5,3,2,90,2,False,True,False,drew-with,13,12,13,12
1990,EF,Sun 09-Sep-1990 2:30 PM,M.C.G.,Hawthorn,False,2,6,2,1,1,3,3,6,64,0,False,False,True,Melbourne,False,1,2,2,4,6,4,1,3,73,4,True,False,False,lost-to,8,16,10,13
1990,QF,Sat 15-Sep-1990 2:30 PM,Waverley Park,Collingwood,False,8,1,4,5,2,3,5,3,126,4,True,False,False,West Coast,False,2,1,2,4,5,4,0,4,67,0,False,False,True,defeated,19,12,9,13
1990,SF,Sat 22-Sep-1990 2:30 PM,Waverley Park,Melbourne,False,2,1,0,7,6,1,7,1,100,0,False,False,True,West Coast,False,4,2,6,3,6,5,3,6,130,4,True,False,False,lost-to,15,10,19,16
1990,SF,Sun 23-Sep-1990 2:30 PM,M.C.G.,Collingwood,False,4,5,3,2,5,1,5,7,117,4,True,False,False,Essendon,False,2,3,3,4,2,3,0,2,54,0,False,False,True,defeated,17,15,7,12
1990,PF,Sat 29-Sep-1990 2:30 PM,Waverley Park,Essendon,False,4,1,7,2,2,7,5,3,121,4,True,False,False,West Coast,False,1,2,4,1,1,5,2,2,58,0,False,False,True,defeated,18,13,8,10
1990,GF,Sat 06-Oct-1990 2:30 PM,M.C.G.,Collingwood,False,2,5,6,4,3,1,2,1,89,4,True,False,False,Essendon,False,2,2,1,3,2,1,0,5,41,0,False,False,True,defeated,13,11,5,11
1991,R1,Fri 22-Mar-1991 8:10 PM,Football Park,Adelaide,True,6,2,5,4,6,4,7,1,155,4,True,False,False,Hawthorn,False,2,0,1,3,3,5,3,7,69,0,False,False,True,defeated,24,11,9,15
1991,R1,Sat 23-Mar-1991 2:10 PM,Waverley Park,Richmond,False,2,2,4,1,3,5,3,2,82,0,False,False,True,St Kilda,True,2,4,5,1,3,3,6,3,107,4,True,False,False,lost-to,12,10,16,11
1991,R1,Sun 24-Mar-1991 12:10 PM,Subiaco,Melbourne,False,0,0,0,1,1,4,1,3,20,0,False,False,True,West Coast,True,3,2,0,2,7,2,4,9,99,4,True,False,False,lost-to,2,8,14,15
1991,R1,Sun 24-Mar-1991 2:10 PM,Waverley Park,Collingwood,False,2,3,2,8,7,4,10,5,146,4,True,False,False,Footscray,True,7,3,2,3,2,2,0,2,76,0,False,False,True,defeated,21,20,11,10
1991,R2,Sat 30-Mar-1991 2:10 PM,Princes Park,Fitzroy,True,1,4,2,3,1,4,2,2,49,0,False,False,True,Melbourne,False,6,5,9,5,6,7,6,1,180,4,True,False,False,lost-to,6,13,27,18
1991,R2,Sat 30-Mar-1991 2:10 PM,Waverley Park,Collingwood,True,1,4,2,2,2,2,3,2,58,0,False,False,True,West Coast,False,0,1,5,1,6,2,2,3,85,4,True,False,False,lost-to,8,10,13,7
1991,R2,Sat 30-Mar-1991 7:40 PM,Carrara,Brisbane Bears,True,2,2,2,2,2,3,2,3,58,0,False,False,True,North Melbourne,False,5,4,2,3,5,4,3,3,104,4,True,False,False,lost-to,8,10,15,14
1991,R2,Sun 31-Mar-1991 1:40 PM,Football Park,Adelaide,True,3,2,2,1,4,3,3,3,81,0,False,False,True,Carlton,False,3,4,2,5,6,1,4,4,104,4,True,False,False,lost-to,12,9,15,14
1991,R2,Mon 01-Apr-1991 2:10 PM,Kardinia Park,Geelong,True,3,5,4,5,6,8,5,4,130,4,True,False,False,St Kilda,False,7,0,4,4,3,1,2,3,104,0,False,False,True,defeated,18,22,16,8
1991,R2,Mon 01-Apr-1991 2:10 PM,Princes Park,Hawthorn,True,10,3,3,4,4,3,8,6,166,4,True,False,False,Sydney,False,2,2,5,4,2,2,1,7,75,0,False,False,True,defeated,25,16,10,15
1991,R2,Mon 01-Apr-1991 2:10 PM,M.C.G.,Essendon,False,1,5,5,2,4,6,6,4,113,4,True,False,False,Richmond,True,6,2,3,2,6,2,2,1,109,0,False,False,True,defeated,16,17,17,7
1991,R3,Sat 06-Apr-1991 2:10 PM,Waverley Park,Hawthorn,True,6,7,4,3,6,4,4,2,136,4,True,False,False,Richmond,False,4,1,3,4,1,2,3,6,79,0,False,False,True,defeated,20,16,11,13
1991,R3,Sat 06-Apr-1991 2:10 PM,M.C.G.,Essendon,False,5,4,7,7,6,6,7,0,167,4,True,False,False,North Melbourne,True,6,5,2,1,2,4,3,6,94,0,False,False,True,defeated,25,17,13,16
1991,R3,Sat 06-Apr-1991 2:10 PM,Victoria Park,Collingwood,True,7,2,4,1,2,9,3,9,117,4,True,False,False,Fitzroy,False,2,2,2,5,2,2,2,1,58,0,False,False,True,defeated,16,21,8,10
1991,R3,Sat 06-Apr-1991 2:10 PM,Princes Park,Brisbane Bears,False,2,3,3,6,3,4,1,3,70,0,False,False,True,Carlton,True,3,6,3,6,5,2,7,5,127,4,True,False,False,lost-to,9,16,18,19
1991,R3,Sun 07-Apr-1991 2:10 PM,S.C.G.,Adelaide,False,3,3,3,4,7,3,6,8,132,4,True,False,False,Sydney,True,2,5,6,3,3,6,4,4,108,0,False,False,True,defeated,19,18,15,18
1991,R3,Sun 07-Apr-1991 2:10 PM,Western Oval,Footscray,True,2,2,4,5,3,0,1,1,68,0,False,False,True,Geelong,False,9,3,1,6,2,10,3,8,117,4,True,False,False,lost-to,10,8,15,27
1991,R3,Sun 07-Apr-1991 2:10 PM,M.C.G.,Melbourne,True,7,6,2,4,7,5,5,4,145,0,False,False,True,St Kilda,False,6,2,9,4,6,2,3,2,154,4,True,False,False,lost-to,21,19,24,10
1991,R4,Fri 12-Apr-1991 6:40 PM,W.A.C.A.,North Melbourne,False,2,1,2,2,2,1,2,3,55,0,False,False,True,West Coast,True,3,5,3,4,8,6,4,4,127,4,True,False,False,lost-to,8,7,18,19
1991,R4,Sat 13-Apr-1991 2:10 PM,Princes Park,Fitzroy,True,4,4,5,6,1,4,2,4,90,0,False,False,True,Footscray,False,4,4,3,5,2,4,6,3,106,4,True,False,False,lost-to,12,18,15,16
1991,R4,Sat 13-Apr-1991 2:10 PM,Windy Hill,Adelaide,False,2,1,2,6,2,2,0,2,47,0,False,False,True,Essendon,True,5,4,3,5,1,6,3,5,92,4,True,False,False,lost-to,6,11,12,20
1991,R4,Sat 13-Apr-1991 2:10 PM,Waverley Park,Carlton,False,6,6,4,0,5,0,2,2,110,0,False,False,True,Melbourne,True,1,2,8,5,3,3,11,7,155,4,True,False,False,lost-to,17,8,23,17
1991,R4,Sat 13-Apr-1991 2:10 PM,Moorabbin Oval,Collingwood,False,2,4,3,3,6,2,2,7,94,2,False,True,False,St Kilda,True,3,6,2,6,5,2,3,2,94,2,False,True,False,drew-with,13,16,13,16
1991,R4,Sat 13-Apr-1991 2:10 PM,M.C.G.,Richmond,True,5,8,4,2,5,2,5,1,127,0,False,False,True,Sydney,False,9,4,4,4,3,6,8,6,164,4,True,False,False,lost-to,19,13,24,20
1991,R4,Sun 14-Apr-1991 2:10 PM,Gabba,Brisbane Bears,True,2,1,6,7,2,3,2,5,88,0,False,False,True,Geelong,False,4,9,7,7,10,5,6,7,190,4,True,False,False,lost-to,12,16,27,28
1991,R5,Fri 19-Apr-1991 7:40 PM,S.C.G.,Essendon,False,4,6,6,3,3,6,11,2,161,4,True,False,False,Sydney,True,6,4,2,7,9,1,2,4,130,0,False,False,True,defeated,24,17,19,16
1991,R5,Sat 20-Apr-1991 2:10 PM,Victoria Park,Brisbane Bears,False,5,2,5,3,3,4,1,0,93,0,False,False,True,Collingwood,True,2,6,4,5,5,6,5,2,115,4,True,False,False,lost-to,14,9,16,19
1991,R5,Sat 20-Apr-1991 2:10 PM,Waverley Park,Footscray,True,6,2,5,2,2,4,4,8,118,4,True,False,False,Hawthorn,False,2,2,6,0,5,6,3,3,107,0,False,False,True,defeated,17,16,16,11
1991,R5,Sat 20-Apr-1991 2:10 PM,M.C.G.,Melbourne,True,9,1,6,6,5,5,8,2,182,4,True,False,False,North Melbourne,False,9,1,3,5,1,1,4,3,112,0,False,False,True,defeated,28,14,17,10
1991,R5,Sat 20-Apr-1991 2:10 PM,Princes Park,Fitzroy,True,4,9,1,2,5,3,2,3,89,0,False,False,True,Richmond,False,3,3,6,6,2,4,5,4,113,4,True,False,False,lost-to,12,17,16,17
1991,R5,Sun 21-Apr-1991 12:10 PM,Subiaco,Adelaide,False,0,3,2,5,3,1,4,2,65,0,False,False,True,West Coast,True,5,4,4,3,6,3,4,6,130,4,True,False,False,lost-to,9,11,19,16
1991,R5,Sun 21-Apr-1991 2:10 PM,Kardinia Park,Carlton,False,2,2,1,5,5,2,0,1,58,0,False,False,True,Geelong,True,5,3,1,5,1,4,6,5,95,4,True,False,False,lost-to,8,10,13,17
1991,R6,Thu 25-Apr-1991 2:10 PM,M.C.G.,North Melbourne,True,5,7,8,5,6,6,8,8,188,4,True,False,False,Sydney,False,9,3,10,3,2,2,0,0,134,0,False,False,True,defeated,27,26,21,8
1991,R6,Thu 25-Apr-1991 2:10 PM,Waverley Park,Collingwood,True,2,7,5,4,1,4,2,2,77,0,False,False,True,Melbourne,False,1,2,7,1,5,3,4,5,113,4,True,False,False,lost-to,10,17,17,11
1991,R6,Sat 27-Apr-1991 2:10 PM,Princes Park,Carlton,True,3,2,5,3,3,4,2,7,94,4,True,False,False,St Kilda,False,3,5,0,5,1,5,3,3,60,0,False,False,True,defeated,13,16,7,18
1991,R6,Sat 27-Apr-1991 2:10 PM,Waverley Park,Geelong,True,3,4,2,0,5,6,3,1,89,0,False,False,True,West Coast,False,3,4,7,6,2,3,7,7,134,4,True,False,False,lost-to,13,11,19,20
1991,R6,Sat 27-Apr-1991 7:40 PM,Carrara,Brisbane Bears,True,5,1,5,2,1,4,1,4,83,0,False,False,True,Essendon,False,2,9,6,2,4,4,4,3,114,4,True,False,False,lost-to,12,11,16,18
1991,R6,Sun 28-Apr-1991 2:10 PM,North Hobart,Fitzroy,True,2,2,1,4,4,1,4,1,74,0,False,False,True,Hawthorn,False,7,4,10,0,8,7,11,4,231,4,True,False,False,lost-to,11,8,36,15
1991,R6,Sun 28-Apr-1991 5:10 PM,Football Park,Adelaide,True,3,1,5,6,5,2,6,5,128,4,True,False,False,Footscray,False,4,4,3,2,4,4,3,3,97,0,False,False,True,defeated,19,14,14,13
1991,R7,Fri 03-May-1991 7:40 PM,M.C.G.,Fitzroy,False,4,3,3,1,4,2,3,7,97,0,False,False,True,North Melbourne,True,5,4,6,4,5,3,5,4,141,4,True,False,False,lost-to,14,13,21,15
1991,R7,Sat 04-May-1991 2:10 PM,Moorabbin Oval,Adelaide,False,0,1,1,6,1,0,2,0,31,0,False,False,True,St Kilda,True,7,3,7,4,4,7,6,4,162,4,True,False,False,lost-to,4,7,24,18
1991,R7,Sat 04-May-1991 2:10 PM,Waverley Park,Carlton,False,1,2,3,2,4,8,5,4,94,0,False,False,True,Essendon,True,2,2,7,3,5,2,3,6,115,4,True,False,False,lost-to,13,16,17,13
1991,R7,Sat 04-May-1991 2:10 PM,M.C.G.,Brisbane Bears,False,2,4,8,3,4,2,3,2,113,0,False,False,True,Melbourne,True,2,7,6,1,4,5,6,5,126,4,True,False,False,lost-to,17,11,18,18
1991,R7,Sat 04-May-1991 2:10 PM,Princes Park,Hawthorn,True,3,3,2,3,2,3,1,5,62,0,False,False,True,West Coast,False,3,7,7,2,6,5,5,4,144,4,True,False,False,lost-to,8,14,21,18
1991,R7,Sun 05-May-1991 2:10 PM,S.C.G.,Geelong,False,2,2,4,4,4,7,4,1,98,0,False,False,True,Sydney,True,7,7,4,6,2,5,7,6,144,4,True,False,False,lost-to,14,14,20,24
1991,R7,Sun 05-May-1991 2:10 PM,Western Oval,Footscray,True,6,7,1,1,8,3,5,2,133,4,True,False,False,Richmond,False,2,4,4,4,3,3,5,6,101,0,False,False,True,defeated,20,13,14,17
1991,R8,Sat 11-May-1991 2:10 PM,Princes Park,Fitzroy,True,1,3,2,1,3,5,4,1,70,0,False,False,True,Sydney,False,6,4,9,7,3,3,3,7,147,4,True,False,False,lost-to,10,10,21,21
1991,R8,Sat 11-May-1991 2:10 PM,M.C.G.,Footscray,False,2,3,4,3,2,3,4,1,82,0,False,False,True,Melbourne,True,5,5,2,2,5,7,5,5,121,4,True,False,False,lost-to,12,10,17,19
1991,R8,Sat 11-May-1991 2:10 PM,Windy Hill,Essendon,True,0,3,6,3,4,1,3,2,87,0,False,False,True,West Coast,False,5,1,3,3,3,3,3,3,94,4,True,False,False,lost-to,13,9,14,10
1991,R8,Sat 11-May-1991 2:10 PM,Waverley Park,Carlton,False,0,4,3,1,5,5,3,2,78,0,False,False,True,Hawthorn,True,2,3,5,6,3,1,8,4,122,4,True,False,False,lost-to,11,12,18,14
1991,R8,Sat 11-May-1991 2:10 PM,Kardinia Park,Geelong,True,5,4,7,6,5,4,0,3,119,0,False,False,True,North Melbourne,False,4,5,5,6,5,2,8,5,150,4,True,False,False,lost-to,17,17,22,18
1991,R8,Sun 12-May-1991 2:10 PM,M.C.G.,Collingwood,False,7,1,4,5,3,2,1,4,102,0,False,False,True,Richmond,True,4,3,8,5,6,5,6,2,159,4,True,False,False,lost-to,15,12,24,15
1991,R8,Sun 12-May-1991 2:10 PM,Gabba,Brisbane Bears,True,3,3,2,1,5,0,2,3,79,0,False,False,True,St Kilda,False,4,5,8,6,3,6,6,5,148,4,True,False,False,lost-to,12,7,21,22
1991,R9,Fri 17-May-1991 7:40 PM,M.C.G.,Adelaide,False,6,2,4,3,5,4,3,1,118,0,False,False,True,North Melbourne,True,4,3,4,1,4,3,6,5,120,4,True,False,False,lost-to,18,10,18,12
1991,R9,Sat 18-May-1991 2:10 PM,Waverley Park,Essendon,False,4,2,3,2,5,4,1,1,87,0,False,False,True,Hawthorn,True,5,1,5,3,1,3,4,6,103,4,True,False,False,lost-to,13,9,15,13
1991,R9,Sat 18-May-1991 2:10 PM,Western Oval,Brisbane Bears,False,4,4,2,5,4,1,4,2,96,0,False,False,True,Footscray,True,4,2,5,1,3,6,3,2,101,4,True,False,False,lost-to,14,12,15,11
1991,R9,Sat 18-May-1991 2:10 PM,Victoria Park,Collingwood,True,6,3,3,2,3,3,1,4,90,0,False,False,True,Geelong,False,3,5,2,8,6,5,7,6,132,4,True,False,False,lost-to,13,12,18,24
1991,R9,Sat 18-May-1991 2:10 PM,Princes Park,Carlton,True,4,5,3,4,2,2,4,4,93,4,True,False,False,Richmond,False,0,1,4,3,4,5,4,0,81,0,False,False,True,defeated,13,15,12,9
1991,R9,Sun 19-May-1991 1:08 PM,S.C.G.,St Kilda,False,6,1,4,2,3,4,5,4,119,4,True,False,False,Sydney,True,2,5,7,4,5,6,2,2,113,0,False,False,True,defeated,18,11,16,17
1991,R9,Sun 19-May-1991 1:15 PM,Subiaco,Fitzroy,False,1,1,0,3,1,1,1,3,26,0,False,False,True,West Coast,True,3,6,4,8,4,3,6,6,125,4,True,False,False,lost-to,3,8,17,23
1991,R10,Fri 24-May-1991 8:10 PM,Football Park,Adelaide,True,3,6,4,1,4,5,4,4,106,4,True,False,False,Melbourne,False,1,2,4,6,2,1,3,3,72,0,False,False,True,defeated,15,16,10,12
1991,R10,Sat 25-May-1991 2:10 PM,Moorabbin Oval,Essendon,False,8,2,2,3,2,5,4,3,109,4,True,False,False,St Kilda,True,1,0,5,6,2,4,3,5,81,0,False,False,True,defeated,16,13,11,15
1991,R10,Sat 25-May-1991 2:10 PM,Princes Park,Fitzroy,True,3,2,7,5,3,3,6,3,127,4,True,False,False,Geelong,False,1,7,2,4,7,6,4,5,106,0,False,False,True,defeated,19,13,14,22
1991,R10,Sat 25-May-1991 2:10 PM,Waverley Park,Collingwood,True,1,3,4,4,4,5,7,0,108,0,False,False,True,Hawthorn,False,8,2,6,5,3,3,6,3,151,4,True,False,False,lost-to,16,12,23,13
1991,R10,Sat 25-May-1991 2:10 PM,M.C.G.,Footscray,False,3,6,5,8,5,3,5,2,127,0,False,False,True,North Melbourne,True,5,4,8,2,6,4,2,5,141,4,True,False,False,lost-to,18,19,21,15
1991,R10,Sun 26-May-1991 1:08 PM,Carrara,Brisbane Bears,True,6,4,2,3,0,4,2,4,75,0,False,False,True,Richmond,False,2,3,4,5,5,1,1,1,82,4,True,False,False,lost-to,10,15,12,10
1991,R10,Sun 26-May-1991 1:15 PM,Subiaco,Sydney,False,1,3,2,2,6,5,1,2,72,0,False,False,True,West Coast,True,2,5,4,4,3,3,6,4,106,4,True,False,False,lost-to,10,12,15,16
1991,R11,Sat 01-Jun-1991 2:10 PM,M.C.G.,Collingwood,False,4,3,4,2,5,2,4,5,114,0,False,False,True,North Melbourne,True,5,6,4,5,4,6,5,5,130,4,True,False,False,lost-to,17,12,18,22
1991,R11,Sat 01-Jun-1991 2:10 PM,Waverley Park,Richmond,True,1,3,4,2,1,1,6,2,80,0,False,False,True,West Coast,False,4,5,5,1,4,8,4,1,117,4,True,False,False,lost-to,12,8,17,15
1991,R11,Sat 01-Jun-1991 2:10 PM,Kardinia Park,Adelaide,False,3,1,4,4,2,1,5,3,93,0,False,False,True,Geelong,True,7,5,6,2,10,5,4,3,177,4,True,False,False,lost-to,14,9,27,15
1991,R11,Sat 01-Jun-1991 2:10 PM,Princes Park,Hawthorn,True,3,5,3,5,2,3,2,4,77,0,False,False,True,St Kilda,False,4,1,2,4,5,5,4,3,103,4,True,False,False,lost-to,10,17,15,13
1991,R11,Sat 01-Jun-1991 2:10 PM,Windy Hill,Essendon,True,2,1,1,5,6,5,3,3,86,4,True,False,False,Melbourne,False,2,2,4,2,2,2,4,2,80,0,False,False,True,defeated,12,14,12,8
1991,R11,Sun 02-Jun-1991 2:10 PM,S.C.G.,Brisbane Bears,False,7,4,9,4,4,0,6,4,168,4,True,False,False,Sydney,True,2,4,2,2,6,2,8,5,121,0,False,False,True,defeated,26,12,18,13
1991,R11,Sun 02-Jun-1991 2:10 PM,Western Oval,Carlton,False,0,3,0,4,0,2,1,1,16,0,False,False,True,Footscray,True,2,5,2,1,2,2,2,1,57,4,True,False,False,lost-to,1,10,8,9
1991,R12,Sat 08-Jun-1991 2:10 PM,Western Oval,Footscray,True,2,4,2,0,0,5,0,2,35,2,False,True,False,Sydney,False,2,2,0,1,2,1,1,1,35,2,False,True,False,drew-with,4,11,5,5
1991,R12,Sat 08-Jun-1991 2:10 PM,Waverley Park,Carlton,True,1,3,4,1,4,4,3,2,82,4,True,False,False,Collingwood,False,4,1,1,0,1,0,4,1,62,0,False,False,True,defeated,12,10,10,2
1991,R12,Sun 09-Jun-1991 2:10 PM,Carrara,Brisbane Bears,True,4,2,3,1,2,3,5,3,93,0,False,False,True,West Coast,False,6,7,4,4,7,3,4,5,145,4,True,False,False,lost-to,14,9,21,19
1991,R12,Sun 09-Jun-1991 5:10 PM,Football Park,Adelaide,True,2,2,2,3,1,2,2,1,50,4,True,False,False,Fitzroy,False,4,1,1,0,2,2,0,2,47,0,False,False,True,defeated,7,8,7,5
1991,R12,Mon 10-Jun-1991 2:10 PM,Princes Park,Geelong,False,2,5,6,3,6,6,6,2,136,4,True,False,False,Hawthorn,True,2,2,5,7,1,5,5,4,96,0,False,False,True,defeated,20,16,13,18
1991,R12,Mon 10-Jun-1991 2:10 PM,M.C.G.,Melbourne,True,3,3,2,3,4,0,4,6,90,0,False,False,True,Richmond,False,3,2,3,7,4,2,4,1,96,4,True,False,False,lost-to,13,12,14,12
1991,R12,Mon 10-Jun-1991 2:10 PM,Moorabbin Oval,North Melbourne,False,4,4,0,4,3,5,1,5,66,0,False,False,True,St Kilda,True,5,2,3,1,4,5,3,3,101,4,True,False,False,lost-to,8,18,15,11
1991,R13,Fri 14-Jun-1991 6:40 PM,W.A.C.A.,Footscray,False,0,2,2,1,1,0,4,2,47,0,False,False,True,West Coast,True,7,3,3,5,11,2,4,5,165,4,True,False,False,lost-to,7,5,25,15
1991,R13,Sat 15-Jun-1991 2:10 PM,Waverley Park,Collingwood,False,2,2,5,3,2,3,2,2,76,4,True,False,False,Essendon,True,2,4,4,0,1,6,3,4,74,0,False,False,True,defeated,11,10,10,14
